Trial,Deck Choice,Reward,Penalty,Net Reward,Total Score,Trial Duration (s),Start Time
1,A,100,0,100,2100,0.00662994384765625,21:54:07
2,A,100,0,100,2200,0.007001399993896484,21:54:10
3,A,100,150,250,2450,0.010509490966796875,21:54:13
4,A,100,0,100,2550,0.007562398910522461,21:54:15
5,A,100,300,400,2950,0.007509469985961914,21:54:18
